delivery_distance,order_quantity_lbs,average_unit_cost_lbs,packaging,total_delivery_cost,markup_percentage,order_date,customer_id,product_id,warehouse_id,ship_via
54.63,45520.0,0.59,BULK,184.38,0.08,2019-04-04 00:00:00+00:00,C37,P4,W3,S2
74.63,720.0,0.74,-MDRM,4.03,0.1,2017-08-15 00:00:00+00:00,C134,P2,W6,S3
54.63,44920.0,0.72,BULK,184.38,0.08,2020-09-10 00:00:00+00:00,C37,P4,W3,S8
73.91,45640.0,0.05,BULK,249.45,2.03,2020-11-10 00:00:00+00:00,C36,P1,W3,S2
202.99,45410.0,0.05,BULK,685.09,1.81,2017-12-18 00:00:00+00:00,C36,P1,W4,S2
,33360.0,0.05,BULK,,,2017-01-10 00:00:00+00:00,C41,P3,W15,S6
14.21,1080.0,1.34,-MDRM,1.15,0.11,2017-02-14 00:00:00+00:00,C135,P2,W7,S3
12.27,28300.0,0.07,BULK,42.33,0.64,2018-09-21 00:00:00+00:00,C32,P1,W16,S2
40.77,45600.0,0.06,BULK,137.6,0.68,2018-01-04 00:00:00+00:00,C34,P1,W1,S1
55.6,720.0,1.28,-MDRM,3.0,0.11,2019-08-02 00:00:00+00:00,C38,P2,W17,S3
0.0,44460.0,0.07,BULK,0.0,0.3,2021-05-27 00:00:00+00:00,C1,P1,W1,S1
13.19,43600.0,0.05,BULK,45.51,0.28,2017-11-02 00:00:00+00:00,C13,P1,W2,S2
73.58,1080.0,1.45,-MDRM,5.96,0.11,2018-10-11 00:00:00+00:00,C136,P2,W15,S3
0.0,720.0,0.88,-MDRM,0.0,0.64,2019-08-08 00:00:00+00:00,C137,P2,W13,S3
197.07,28800.0,0.7,-MDRM,425.67,0.16,2021-09-27 00:00:00+00:00,C138,P2,W15,S3
55.6,1440.0,1.12,-MDRM,6.0,1.12,2022-07-20 00:00:00+00:00,C38,P2,W17,S3
44.08,17220.0,0.08,BULK,59.51,0.83,2021-04-26 00:00:00+00:00,C77,P1,W16,S2
0.0,45220.0,0.07,BULK,0.0,0.2,2018-09-25 00:00:00+00:00,C1,P1,W1,S1
59.6,1440.0,1.1,-MDRM,6.44,0.11,2019-06-21 00:00:00+00:00,C139,P2,W4,S3
55.6,720.0,0.93,-MDRM,3.0,0.76,2020-12-31 00:00:00+00:00,C38,P2,W17,S3
88.37,360.0,0.66,-MDRM,2.39,0.1,2019-11-05 00:00:00+00:00,C80,P2,W15,S3
107.13,360.0,0.86,-MDRM,2.89,1.89,2020-05-26 00:00:00+00:00,C140,P2,W15,S3
0.0,44880.0,0.07,BULK,0.0,0.31,2020-06-30 00:00:00+00:00,C1,P1,W1,S1
41.73,360.0,1.1,-MDRM,1.13,0.11,2017-10-12 00:00:00+00:00,C141,P2,W12,S3
132.38,1080.0,1.02,-MDRM,10.72,0.1,2018-02-06 00:00:00+00:00,C43,P2,W12,S3
75.62,1440.0,1.06,-MDRM,8.17,0.11,2020-01-05 00:00:00+00:00,C60,P2,W4,S3
5.2,15300.0,0.07,BULK,5.97,0.72,2019-09-25 00:00:00+00:00,C142,P1,W16,S2
17.91,360.0,1.35,-MDRM,0.48,0.11,2017-03-17 00:00:00+00:00,C143,P2,W17,S3
132.38,1080.0,0.74,-MDRM,10.72,0.1,2020-12-08 00:00:00+00:00,C43,P2,W12,S3
35.12,45440.0,0.06,BULK,118.53,0.54,2017-01-24 00:00:00+00:00,C34,P1,W1,S1
40.77,44740.0,0.07,BULK,143.71,0.52,2019-07-30 00:00:00+00:00,C34,P1,W1,S2
65.2,720.0,1.47,-MDRM,3.52,0.11,2020-03-04 00:00:00+00:00,C144,P2,W3,S3
75.62,1440.0,1.06,-MDRM,8.17,0.11,2020-01-20 00:00:00+00:00,C60,P2,W4,S3
85.7,42000.0,0.93,BULK,289.24,0.06,2022-07-01 00:00:00+00:00,C145,P4,W3,S2
40.77,44860.0,0.06,BULK,137.6,0.64,2017-07-14 00:00:00+00:00,C34,P1,W1,S1
22.95,9360.0,0.08,BULK,16.63,3.73,2017-09-25 00:00:00+00:00,C146,P3,W2,S2
7.72,44220.0,0.05,BULK,26.58,0.84,2020-10-28 00:00:00+00:00,C92,P1,W14,S2
53.95,360.0,0.69,-MDRM,1.46,0.51,2017-02-03 00:00:00+00:00,C147,P2,W3,S3
11.66,360.0,0.51,+MDRM,0.31,1.66,2016-09-06 00:00:00+00:00,C148,P2,W3,S3
56.76,5640.0,0.08,BULK,26.05,2.42,2021-06-01 00:00:00+00:00,C149,P1,W16,S2
66.83,38680.0,0.15,BULK,225.55,0.9,2022-09-02 00:00:00+00:00,C28,P1,W2,S2
55.61,1080.0,0.98,-MDRM,4.5,0.11,2022-10-27 00:00:00+00:00,C150,P2,W3,S3
13.19,44700.0,0.06,BULK,45.51,0.77,2020-04-06 00:00:00+00:00,C13,P1,W2,S2
74.69,720.0,0.95,-MDRM,4.03,0.1,2018-12-11 00:00:00+00:00,C151,P2,W20,S3
6.19,720.0,0.69,-MDRM,0.33,0.11,2018-12-19 00:00:00+00:00,C5,P2,W5,S3
10.06,2880.0,0.77,-MDRM,2.17,0.11,2019-01-02 00:00:00+00:00,C95,P2,W3,S3
56.54,45240.0,0.95,BULK,190.82,0.07,2021-11-08 00:00:00+00:00,C37,P4,W3,S2
156.61,43940.0,0.13,BULK,516.81,0.56,2021-11-09 00:00:00+00:00,C152,P3,W3,S2
55.6,1440.0,1.16,-MDRM,6.0,0.92,2022-01-22 00:00:00+00:00,C38,P2,W17,S3
20.21,1080.0,1.37,-MDRM,1.64,0.11,2017-12-04 00:00:00+00:00,C27,P2,W15,S3
43.65,7260.0,0.07,BULK,22.92,3.58,2018-09-18 00:00:00+00:00,C75,P1,W2,S2
44.93,33620.0,0.11,BULK,117.94,0.34,2018-11-19 00:00:00+00:00,C153,P3,W3,S2
10.19,5760.0,0.86,-MDRM,4.4,0.11,2018-10-18 00:00:00+00:00,C154,P2,W13,S3
47.43,42880.0,0.06,BULK,163.63,0.68,2019-11-01 00:00:00+00:00,C19,P1,W2,S2
13.19,40500.0,0.09,BULK,45.51,0.4,2022-02-02 00:00:00+00:00,C13,P1,W2,S2
127.49,38720.0,0.07,BULK,369.47,1.51,2019-08-05 00:00:00+00:00,C155,P3,W12,S2
64.65,360.0,1.01,-MDRM,1.75,0.88,2022-09-19 00:00:00+00:00,C156,P2,W3,S3
195.49,43690.0,0.05,BULK,659.78,1.4,2016-10-14 00:00:00+00:00,C4,P1,W4,S2
16.25,360.0,0.71,-MDRM,0.44,0.11,2020-02-08 00:00:00+00:00,C157,P2,W3,S3
18.13,360.0,1.34,-MDRM,0.49,0.11,2020-07-17 00:00:00+00:00,C158,P2,W24,S3
2.03,46920.0,0.05,BULK,6.85,0.56,2020-07-13 00:00:00+00:00,C159,P1,W14,S2
47.28,34340.0,0.05,BULK,127.66,1.61,2020-01-03 00:00:00+00:00,C14,P1,W11,S2
16.08,360.0,0.99,-MDRM,0.43,0.11,2021-10-07 00:00:00+00:00,C116,P2,W5,S3
44.76,360.0,0.84,-MDRM,1.21,0.17,2019-10-11 00:00:00+00:00,C160,P2,W21,S3
14.66,46160.0,0.1,BULK,50.47,0.3,2021-10-14 00:00:00+00:00,C64,P1,W16,S2
86.24,8640.0,0.71,-MDRM,55.88,0.1,2019-05-01 00:00:00+00:00,C56,P2,W17,S3
44.08,17460.0,0.15,BULK,59.51,0.92,2022-11-18 00:00:00+00:00,C77,P1,W16,S2
12.27,36780.0,0.06,BULK,42.33,0.46,2017-11-27 00:00:00+00:00,C32,P1,W16,S2
7.78,5760.0,0.77,-MDRM,3.36,0.11,2020-12-17 00:00:00+00:00,C161,P2,W5,S3
86.24,7200.0,0.71,-MDRM,46.57,0.1,2019-01-11 00:00:00+00:00,C56,P2,W17,S3
15.38,720.0,1.5,-MDRM,0.83,0.11,2020-10-15 00:00:00+00:00,C162,P2,W4,S3
54.63,45120.0,0.86,BULK,184.38,0.09,2021-10-21 00:00:00+00:00,C37,P4,W3,S2
47.43,43920.0,0.05,BULK,163.63,0.49,2016-12-20 00:00:00+00:00,C19,P1,W2,S2
74.25,360.0,0.62,+MDRM,2.0,1.66,2016-10-20 00:00:00+00:00,C70,P2,W4,S3
86.96,45080.0,0.06,BULK,300.01,0.75,2017-02-27 00:00:00+00:00,C46,P1,W16,S2
44.93,29420.0,0.08,BULK,101.09,0.81,2019-10-24 00:00:00+00:00,C153,P3,W3,S2
36.92,360.0,1.5,-MDRM,1.0,0.11,2018-09-20 00:00:00+00:00,C58,P2,W15,S3
,32520.0,0.04,BULK,,,2017-05-12 00:00:00+00:00,C41,P3,W15,S6
89.32,44920.0,0.07,BULK,301.45,0.63,2018-12-12 00:00:00+00:00,C34,P1,W1,S1
73.91,44800.0,0.08,BULK,249.45,1.0,2021-11-29 00:00:00+00:00,C36,P1,W3,S2
166.81,32940.0,0.09,BULK,412.1,0.89,2018-04-02 00:00:00+00:00,C41,P3,W12,S6
70.01,45000.0,0.18,BULK,236.28,0.36,2022-07-26 00:00:00+00:00,C4,P1,W3,S2
159.54,44880.0,1.02,BULK,538.45,0.07,2022-11-04 00:00:00+00:00,C112,P4,W3,S2
10.06,1440.0,0.77,-MDRM,1.09,0.11,2018-12-05 00:00:00+00:00,C95,P2,W3,S3
14.6,4590.0,0.07,BULK,5.8,3.99,2019-09-19 00:00:00+00:00,C163,P1,W16,S2
13.19,44100.0,0.09,BULK,45.51,0.21,2021-10-06 00:00:00+00:00,C13,P1,W2,S2
20.21,2880.0,1.12,-MDRM,4.37,0.76,2022-09-23 00:00:00+00:00,C27,P2,W15,S3
19.35,720.0,0.8,-MDRM,1.04,0.2,2017-03-21 00:00:00+00:00,C164,P2,W12,S3
57.87,2160.0,1.16,-MDRM,9.37,0.24,2022-02-23 00:00:00+00:00,C165,P2,W25,S11
14.6,4972.0,0.06,BULK,5.44,3.99,2021-01-20 00:00:00+00:00,C163,P1,W16,S2
16.69,43640.0,0.06,BULK,55.08,0.24,2017-02-07 00:00:00+00:00,C47,P1,W1,S1
47.43,44200.0,0.05,BULK,163.63,0.47,2017-01-10 00:00:00+00:00,C19,P1,W2,S2
424.81,720.0,1.64,-MDRM,22.94,0.09,2018-07-17 00:00:00+00:00,C166,P2,W4,S11
161.39,14040.0,0.1,BULK,175.39,2.51,2019-06-07 00:00:00+00:00,C167,P3,W2,S2
47.43,44300.0,0.05,BULK,163.63,0.49,2016-11-01 00:00:00+00:00,C19,P1,W2,S2
55.6,720.0,1.16,-MDRM,3.0,0.11,2018-01-12 00:00:00+00:00,C38,P2,W17,S3
0.0,17944.72,0.16,BULK,0.0,1.76,2022-10-26 00:00:00+00:00,C39,P3,W18,S7
10.19,2880.0,0.86,-MDRM,2.2,0.11,2019-07-10 00:00:00+00:00,C154,P2,W13,S3
0.0,45400.0,0.07,BULK,0.0,0.32,2021-01-18 00:00:00+00:00,C1,P1,W1,S1
11.66,360.0,1.63,-MDRM,0.31,0.11,2017-03-14 00:00:00+00:00,C148,P2,W3,S3
43.58,44680.0,0.15,BULK,156.89,0.32,2022-08-11 00:00:00+00:00,C53,P1,W3,S2
50.51,720.0,1.21,-MDRM,4.09,0.32,2022-03-28 00:00:00+00:00,C17,P2,W10,S3
54.63,15940.0,0.54,BULK,184.38,0.14,2019-06-13 00:00:00+00:00,C37,P4,W3,S2
13.19,43540.0,0.1,BULK,45.51,0.34,2022-03-09 00:00:00+00:00,C13,P1,W2,S2
86.24,2160.0,0.8,-MDRM,13.97,0.1,2018-05-04 00:00:00+00:00,C56,P2,W17,S3
135.66,45920.0,0.16,BULK,457.85,0.47,2022-12-22 00:00:00+00:00,C168,P1,W12,S2
56.76,44800.0,0.06,BULK,190.71,0.35,2020-01-17 00:00:00+00:00,C133,P1,W16,S2
54.63,45580.0,0.52,BULK,184.38,0.06,2020-02-04 00:00:00+00:00,C37,P4,W3,S2
30.78,4320.0,1.16,-MDRM,9.97,0.11,2017-02-27 00:00:00+00:00,C169,P2,W3,S3
176.6,48300.0,0.04,BULK,639.73,1.24,2017-06-14 00:00:00+00:00,C155,P3,W22,S2
117.98,4830.0,0.04,BULK,42.74,3.99,2017-11-28 00:00:00+00:00,C155,P3,W12,S2
40.77,45180.0,0.07,BULK,143.71,0.25,2021-09-22 00:00:00+00:00,C34,P1,W1,S2
20.21,360.0,1.35,-MDRM,0.55,0.11,2017-05-31 00:00:00+00:00,C27,P2,W15,S3
6.19,360.0,1.23,-MDRM,0.17,0.11,2020-04-22 00:00:00+00:00,C170,P2,W5,S3
131.51,38700.0,0.04,BULK,381.12,0.43,2016-10-17 00:00:00+00:00,C171,P3,W3,S8
54.63,46080.0,0.52,BULK,184.38,0.06,2020-01-20 00:00:00+00:00,C37,P4,W3,S2
100.16,45500.0,0.15,BULK,338.04,0.05,2022-12-01 00:00:00+00:00,C172,P1,W1,S2
40.77,45320.0,0.07,BULK,143.71,0.53,2019-12-10 00:00:00+00:00,C34,P1,W1,S2
114.16,44400.0,0.05,BULK,393.85,0.29,2017-06-19 00:00:00+00:00,C6,P1,W2,S2
0.0,44860.0,0.07,BULK,0.0,0.2,2018-11-06 00:00:00+00:00,C1,P1,W1,S1
50.95,42740.0,0.07,BULK,175.4,0.5,2021-03-01 00:00:00+00:00,C92,P1,W2,S2
13.19,44520.0,0.12,BULK,45.51,0.43,2022-04-20 00:00:00+00:00,C13,P1,W2,S2
6.19,2520.0,0.71,-MDRM,1.17,0.11,2017-12-13 00:00:00+00:00,C173,P2,W14,S3
50.4,46320.0,0.05,BULK,173.5,2.11,2020-08-25 00:00:00+00:00,C174,P1,W14,S2
0.0,29040.0,0.07,BULK,0.0,0.72,2021-08-19 00:00:00+00:00,C1,P1,W1,S1
86.24,5760.0,0.71,-MDRM,37.26,0.1,2020-01-17 00:00:00+00:00,C56,P2,W17,S3
114.16,44620.0,0.05,BULK,393.85,0.24,2017-07-17 00:00:00+00:00,C6,P1,W2,S2
54.63,35260.0,0.67,BULK,143.4,0.07,2017-10-30 00:00:00+00:00,C37,P4,W3,S8
18.14,43120.0,0.06,BULK,62.58,0.65,2018-04-13 00:00:00+00:00,C175,P1,W2,S2
,35040.0,0.27,BULK,,,2021-09-23 00:00:00+00:00,C41,P3,W12,S6
97.38,43360.0,0.09,BULK,328.66,1.26,2022-02-02 00:00:00+00:00,C62,P1,W2,S2
101.97,10120.0,0.06,BULK,81.91,2.78,2018-02-21 00:00:00+00:00,C176,P1,W16,S2
43.96,10080.0,1.17,-MDRM,33.23,0.11,2020-07-09 00:00:00+00:00,C177,P2,W11,S3
47.28,31660.0,0.06,BULK,113.47,1.2,2021-01-18 00:00:00+00:00,C14,P1,W11,S2
31.89,47420.0,0.06,BULK,110.02,0.66,2020-04-15 00:00:00+00:00,C106,P1,W16,S2
29.83,360.0,0.86,-MDRM,0.81,0.11,2020-01-14 00:00:00+00:00,C178,P2,W4,S3
10.06,2880.0,0.77,-MDRM,2.17,0.11,2018-09-06 00:00:00+00:00,C95,P2,W3,S3
53.95,720.0,1.17,-MDRM,2.91,0.11,2021-06-18 00:00:00+00:00,C3,P2,W3,S3
52.5,360.0,1.1,-MDRM,1.42,0.11,2019-05-06 00:00:00+00:00,C179,P2,W17,S3
70.87,360.0,0.99,-MDRM,1.91,0.11,2020-09-14 00:00:00+00:00,C180,P2,W11,S3
0.0,34940.0,0.13,BULK,0.0,1.57,2022-01-14 00:00:00+00:00,C41,P3,W12,S6
0.0,28520.0,0.07,BULK,0.0,0.38,2018-08-03 00:00:00+00:00,C1,P1,W1,S1
41.95,43040.0,0.07,BULK,144.73,0.29,2019-07-23 00:00:00+00:00,C40,P1,W2,S2
20.21,720.0,1.37,-MDRM,1.09,0.11,2017-11-29 00:00:00+00:00,C27,P2,W15,S3
40.77,46440.0,0.06,BULK,137.6,0.59,2016-12-19 00:00:00+00:00,C34,P1,W1,S1
14.6,4960.0,0.06,BULK,6.7,3.99,2020-08-06 00:00:00+00:00,C50,P1,W16,S2
75.62,1440.0,1.06,-MDRM,8.17,0.11,2020-02-14 00:00:00+00:00,C60,P2,W4,S3
2.62,1440.0,0.83,-MDRM,0.28,0.29,2018-12-19 00:00:00+00:00,C181,P2,W5,S3
166.81,35020.0,0.04,BULK,437.88,2.53,2020-12-15 00:00:00+00:00,C41,P3,W12,S6
17.2,360.0,1.59,-MDRM,0.46,0.11,2017-05-18 00:00:00+00:00,C98,P2,W13,S3
0.0,22501.8,0.2,BULK,0.0,1.19,2022-12-27 00:00:00+00:00,C39,P3,W18,S7
47.43,44620.0,0.05,BULK,163.63,0.46,2017-03-27 00:00:00+00:00,C19,P1,W2,S2
176.28,31880.0,0.08,BULK,423.07,0.54,2021-08-27 00:00:00+00:00,C14,P1,W3,S2
148.47,45000.0,0.06,BULK,512.22,0.86,2020-05-27 00:00:00+00:00,C24,P1,W2,S2
114.16,42680.0,0.07,BULK,393.85,0.23,2018-11-02 00:00:00+00:00,C6,P1,W2,S2
4.2,360.0,1.17,-MDRM,0.11,0.11,2018-07-17 00:00:00+00:00,C182,P2,W7,S3
55.6,720.0,1.1,-MDRM,3.0,0.11,2017-11-17 00:00:00+00:00,C38,P2,W17,S3
151.33,42920.0,0.07,BULK,520.95,0.19,2019-08-19 00:00:00+00:00,C26,P1,W4,S2
159.54,44160.0,1.04,BULK,538.45,0.05,2022-08-10 00:00:00+00:00,C112,P4,W3,S2
47.28,25860.0,0.09,BULK,92.2,1.38,2022-04-04 00:00:00+00:00,C14,P1,W11,S2
35.12,45200.0,0.07,BULK,121.16,0.49,2021-04-15 00:00:00+00:00,C34,P1,W1,S2
9.81,360.0,1.62,-MDRM,0.26,0.11,2019-04-25 00:00:00+00:00,C183,P2,W15,S3
35.12,45180.0,0.07,BULK,121.16,0.62,2020-10-16 00:00:00+00:00,C34,P1,W1,S2
148.47,42540.0,0.15,BULK,512.22,0.2,2022-08-18 00:00:00+00:00,C24,P1,W2,S2
54.63,44920.0,1.08,BULK,184.38,0.05,2021-04-22 00:00:00+00:00,C37,P4,W3,S2
17.66,360.0,1.86,-MDRM,0.48,0.11,2017-03-02 00:00:00+00:00,C184,P2,W4,S3
62.47,44980.0,0.05,BULK,210.84,0.69,2020-04-22 00:00:00+00:00,C79,P1,W3,S10
54.63,45060.0,1.07,BULK,184.38,0.07,2021-03-29 00:00:00+00:00,C37,P4,W3,S2
60.89,360.0,0.92,-MDRM,1.64,0.11,2017-12-07 00:00:00+00:00,C185,P2,W15,S3
22.95,9300.0,0.04,BULK,16.63,3.99,2017-02-03 00:00:00+00:00,C146,P3,W2,S2
43.58,360.0,0.84,-MDRM,1.18,3.22,2022-12-19 00:00:00+00:00,C99,P2,W3,S3
67.45,43580.0,0.07,BULK,227.64,0.41,2020-07-06 00:00:00+00:00,C6,P1,W8,S2
90.07,360.0,0.98,-MDRM,2.43,0.23,2018-03-23 00:00:00+00:00,C186,P2,W17,S3
10.45,360.0,1.43,-MDRM,0.28,0.11,2020-11-30 00:00:00+00:00,C187,P2,W24,S3
60.89,2880.0,0.92,-MDRM,13.15,0.11,2018-03-21 00:00:00+00:00,C45,P2,W15,S3
75.62,1440.0,0.92,-MDRM,8.17,0.86,2021-01-04 00:00:00+00:00,C60,P2,W4,S3
0.0,30220.0,0.07,BULK,0.0,0.72,2021-09-03 00:00:00+00:00,C1,P1,W1,S1
36.92,360.0,1.53,-MDRM,1.0,0.11,2019-08-08 00:00:00+00:00,C58,P2,W15,S3
47.43,44900.0,0.05,BULK,163.63,0.46,2017-07-31 00:00:00+00:00,C19,P1,W2,S2
47.43,42640.0,0.07,BULK,163.63,0.62,2019-10-08 00:00:00+00:00,C19,P1,W2,S2
40.77,45220.0,0.07,BULK,143.71,0.26,2021-06-22 00:00:00+00:00,C34,P1,W1,S2
60.38,360.0,2.03,-MDRM,1.63,0.11,2020-02-18 00:00:00+00:00,C42,P2,W12,S3
0.0,34960.0,0.16,BULK,0.0,1.72,2022-10-12 00:00:00+00:00,C41,P3,W12,S6
100.56,42500.0,0.04,BULK,339.39,1.99,2017-03-27 00:00:00+00:00,C188,P1,W4,S2
22.73,44000.0,0.04,BULK,75.01,1.72,2017-04-17 00:00:00+00:00,C49,P3,W22,S2
14.6,7650.0,0.06,BULK,6.7,3.99,2020-10-23 00:00:00+00:00,C50,P1,W16,S2
0.0,1080.0,1.1,-MDRM,0.0,0.11,2017-11-13 00:00:00+00:00,C189,P2,W20,S6
0.0,36415.81,0.1,BULK,0.0,0.39,2019-07-30 00:00:00+00:00,C39,P3,W18,S7
40.77,45000.0,0.07,BULK,137.6,0.5,2018-08-16 00:00:00+00:00,C34,P1,W1,S1
7.97,360.0,1.2,-MDRM,0.22,0.82,2022-04-26 00:00:00+00:00,C190,P2,W12,S3
66.83,42000.0,0.1,BULK,225.55,0.68,2021-10-29 00:00:00+00:00,C28,P1,W2,S2
19.16,3600.0,2.95,-MDRM,5.17,0.11,2021-10-18 00:00:00+00:00,C191,P2,W13,S3
93.46,42340.0,0.14,BULK,315.43,0.69,2022-09-29 00:00:00+00:00,C85,P1,W2,S2
0.0,29040.0,0.06,BULK,0.0,0.37,2017-05-02 00:00:00+00:00,C1,P1,W1,S1
67.45,45020.0,0.07,BULK,232.7,0.37,2020-12-15 00:00:00+00:00,C6,P1,W8,S2
54.63,44860.0,0.79,BULK,184.38,0.06,2022-11-28 00:00:00+00:00,C37,P4,W3,S2
18.14,720.0,1.83,-MDRM,0.98,0.11,2020-10-15 00:00:00+00:00,C114,P2,W12,S3
50.51,1440.0,0.7,-MDRM,5.46,0.9,2016-12-15 00:00:00+00:00,C17,P2,W10,S3
30.78,4320.0,1.53,-MDRM,9.97,0.11,2018-04-23 00:00:00+00:00,C169,P2,W3,S3
40.77,45660.0,0.07,BULK,143.71,0.65,2018-11-01 00:00:00+00:00,C34,P1,W1,S1
65.2,360.0,1.96,-MDRM,1.76,0.11,2021-02-17 00:00:00+00:00,C144,P2,W3,S3
54.63,45640.0,0.72,BULK,184.38,0.07,2018-01-10 00:00:00+00:00,C37,P4,W3,S8
52.5,720.0,1.38,-MDRM,2.84,0.11,2021-04-29 00:00:00+00:00,C179,P2,W17,S3
66.83,44720.0,0.09,BULK,225.55,0.72,2021-09-28 00:00:00+00:00,C28,P1,W2,S2
32.39,1440.0,0.99,-MDRM,3.5,0.11,2017-05-05 00:00:00+00:00,C18,P2,W13,S11
9.53,11330.0,0.07,BULK,21.44,2.38,2021-02-24 00:00:00+00:00,C192,P1,W12,S2
86.96,44620.0,0.07,BULK,300.01,0.13,2019-03-15 00:00:00+00:00,C46,P1,W16,S2
177.63,43000.0,0.06,BULK,599.5,0.66,2017-01-10 00:00:00+00:00,C193,P1,W1,S1
47.28,23160.0,0.06,BULK,113.47,1.03,2020-08-03 00:00:00+00:00,C14,P1,W11,S2
11.56,720.0,2.65,-MDRM,0.62,0.11,2019-06-12 00:00:00+00:00,C123,P2,W13,S3
56.76,45540.0,0.06,BULK,195.82,0.67,2021-01-25 00:00:00+00:00,C133,P1,W16,S2
10.66,45000.0,0.05,BULK,36.78,0.44,2017-05-23 00:00:00+00:00,C194,P1,W2,S2
116.85,45920.0,0.06,BULK,394.37,0.8,2020-03-02 00:00:00+00:00,C86,P1,W14,S2
158.35,42932.0,0.08,BULK,534.43,0.59,2022-01-24 00:00:00+00:00,C84,P1,W3,S2
18.14,41880.0,0.15,BULK,62.58,0.24,2022-06-23 00:00:00+00:00,C175,P1,W2,S2
13.19,43660.0,0.11,BULK,45.51,0.47,2022-05-12 00:00:00+00:00,C13,P1,W2,S2
43.65,6620.0,0.08,BULK,22.92,3.92,2021-08-11 00:00:00+00:00,C75,P1,W2,S2
50.95,43580.0,0.07,BULK,175.4,0.51,2019-11-11 00:00:00+00:00,C92,P1,W2,S2
177.5,42240.0,0.05,BULK,599.06,0.34,2016-10-18 00:00:00+00:00,C195,P1,W2,S2
75.62,1440.0,2.25,-MDRM,8.17,0.11,2020-04-23 00:00:00+00:00,C60,P2,W4,S3
47.43,42660.0,0.06,BULK,163.63,0.63,2018-06-04 00:00:00+00:00,C19,P1,W2,S2
54.63,45660.0,0.66,BULK,184.38,0.08,2019-01-25 00:00:00+00:00,C37,P4,W3,S8
86.96,46260.0,0.06,BULK,300.01,0.34,2021-03-03 00:00:00+00:00,C46,P1,W16,S2
31.69,2880.0,0.72,-MDRM,6.85,0.11,2017-11-27 00:00:00+00:00,C196,P2,W23,S3
10.06,45060.0,0.06,BULK,34.71,0.16,2017-09-29 00:00:00+00:00,C197,P1,W16,S2
16.25,360.0,0.84,-MDRM,0.44,0.36,2019-05-31 00:00:00+00:00,C157,P2,W3,S3
55.39,360.0,1.12,-MDRM,1.5,0.11,2017-04-20 00:00:00+00:00,C198,P2,W14,S3
148.47,45200.0,0.07,BULK,512.22,0.31,2019-11-05 00:00:00+00:00,C24,P1,W2,S2
16.28,1440.0,0.79,-MDRM,1.76,0.11,2020-10-09 00:00:00+00:00,C102,P2,W12,S3
6.19,720.0,1.44,-MDRM,0.33,0.11,2021-03-25 00:00:00+00:00,C5,P2,W5,S3
97.38,43480.0,0.06,BULK,328.66,0.27,2018-03-13 00:00:00+00:00,C62,P1,W2,S2
153.89,43250.0,0.07,BULK,519.38,0.24,2019-10-15 00:00:00+00:00,C79,P1,W4,S2
6.19,720.0,0.79,-MDRM,0.33,0.11,2017-04-12 00:00:00+00:00,C5,P2,W5,S3
32.78,4320.0,0.62,-MDRM,10.62,0.11,2019-07-24 00:00:00+00:00,C11,P2,W11,S3
148.47,44060.0,0.06,BULK,512.22,0.46,2020-01-14 00:00:00+00:00,C24,P1,W2,S2
60.38,360.0,1.68,-MDRM,1.63,0.11,2017-12-21 00:00:00+00:00,C42,P2,W12,S3
50.4,44940.0,0.05,BULK,173.5,2.46,2020-07-13 00:00:00+00:00,C174,P1,W14,S2
47.28,30320.0,0.08,BULK,109.93,1.79,2022-03-21 00:00:00+00:00,C14,P1,W11,S2
54.63,44000.0,0.84,BULK,184.38,0.05,2022-08-01 00:00:00+00:00,C37,P4,W3,S2
66.83,39740.0,0.06,BULK,200.49,0.35,2018-03-15 00:00:00+00:00,C28,P1,W2,S2
76.65,360.0,1.22,-MDRM,2.07,1.53,2022-05-26 00:00:00+00:00,C199,P2,W10,S3
191.27,28800.0,0.69,-MDRM,413.14,0.17,2022-07-06 00:00:00+00:00,C200,P2,W15,S3
83.49,720.0,0.84,-MDRM,4.51,0.1,2020-02-27 00:00:00+00:00,C72,P2,W17,S3
75.62,1440.0,1.06,-MDRM,8.17,0.11,2018-04-12 00:00:00+00:00,C60,P2,W4,S3
120.64,44350.0,0.07,BULK,415.3,0.36,2019-09-09 00:00:00+00:00,C94,P1,W4,S2
31.89,36540.0,0.06,BULK,110.02,0.68,2018-06-06 00:00:00+00:00,C106,P1,W16,S2
17.06,360.0,1.18,-MDRM,0.46,0.11,2019-02-07 00:00:00+00:00,C128,P2,W21,S3
44.93,32860.0,0.1,BULK,111.2,0.52,2019-05-21 00:00:00+00:00,C153,P3,W3,S2
76.65,360.0,1.35,-MDRM,2.07,0.11,2019-07-10 00:00:00+00:00,C199,P2,W10,S3
269.05,44920.0,0.06,BULK,926.2,0.52,2020-06-22 00:00:00+00:00,C2,P1,W2,S2
89.32,45020.0,0.07,BULK,301.45,0.53,2020-11-19 00:00:00+00:00,C34,P1,W1,S1
107.3,46620.0,0.09,BULK,386.28,0.47,2018-05-07 00:00:00+00:00,C125,P3,W12,S2
54.63,45120.0,0.72,BULK,184.38,0.07,2020-09-25 00:00:00+00:00,C37,P4,W3,S2
17.67,720.0,0.93,-MDRM,0.95,0.28,2021-01-19 00:00:00+00:00,C201,P2,W20,S3
16.69,44780.0,0.07,BULK,56.33,0.21,2020-08-28 00:00:00+00:00,C47,P1,W1,S2
